questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
personDrivingLicenseOwnership,Radio,True,household,householdMembers,drivingLicenseOwnership,"**Permis de conduire**
__Inclure les permis d’apprenti{{gender:e}} conduct{{gender:eur/rice/eur(-rice)/eur(-rice)}} et probatoires, mais ne pas inclure les permis de cyclomoteur/scooter.__","**Driver's licence**
__Include learner's and probationary permits, but do not include moped (motorized scooter) permits.__",,,,,ifAge16OrMoreConditional,,yesNoDontKnow,,,,True,,,,,
personCarsharingMember,Radio,True,household,householdMembers,carsharingMember,"**Autopartage** (ex. Communauto, Léo) : utilisation comme conducteur(-rice) dans les 6 derniers mois","**Carshare** (ex. Communauto, Leo): used 
as driver in the past 6 months",,,,,carsharingConditional,,yesNoDontKnow,,,,True,,,,,
personBikesharingUsage,Radio,True,household,householdMembers,bikesharingUsage,**Vélo en libre-service** (ex. BIXI) : utilisation dans les 30 derniers jours,"**Bikeshare** (ex. BIXI): used in the last 30 days
",,,,,bikesharingConditional,,yesNoDontKnow,,,,True,,,,,
personBikesharingMembership,Radio,True,household,householdMembers,bikesharingMembership,"**Abonnement BIXI**
__Valide pour le mois en cours__","**BIXI membership**
__Valid for the current month__",,,,,bikesharingMembershipConditional,,bikesharingMembership,,,,True,,,,,
personUsedTransitInLast30Days,Radio,True,household,householdMembers,usedTransitInLast30Days,"**Transports en commun** : utilisation dans les 30 derniers jours
__Inclure métro, REM, train de banlieue, les autobus (ex. : STM, STL, RTL, exo …)__","**Public transit**: used in the past 30 days 
__Include metro, REM, commuter train, and buses (e.g., STM, STL, RTL, exo, etc.)__",,,,,ifAge5orMoreConditional,,yesNoDontKnow,,,,True,,,,,
personTransitPass,Checkbox,True,household,householdMembers,transitPass,"**Type de passe, abonnement** utilisés pour le transport en commun dans les 30 derniers jours
__Inclure les abonnements gratuits.
Les titres de l’ARTM permettent de prendre les services de la STM (métro et bus), de la STL, du RTL, d’exo (train et bus) et le REM.__","**Type of pass or subscription** used for public transit in the past 30 days
__Include free passes.
ARTM fare products allow access to STM (metro and bus), STL, RTL, exo (train and bus), and the REM.__",,,,,transitPassConditional,,transitPassType,,,,True,,,,,
personTransitFare,Radio,True,household,householdMembers,transitFare,"**Type de passe** utilisé en tant qu’**abonnement** valide pour le mois en cours
__A, AB, ABC et ABCD font référence aux zones tarifaires de l'ARTM__","**Type of pass** used as a valid **monthly subscription** for the current month
__A, AB, ABC, and ABCD refer to ARTM fare zones.__",,,,,transitFareConditional,,transitFareType,transitFareHelpPopup,,,True,transitFareSpecify,other,,,personTransitFare : transitFareValidation · Issue #10 · chairemobilite/od_mtl
personTransitFareWarning,Checkbox,True,household,householdMembers,transitFareWarning,"Vous avez sélectionné un titre qui s'étend au delà de la zone tarifaire de votre lieu de résidence. Veuillez confirmer qu'il s'agit du bon titre.
**Le prix du {{transitFare}} mensuel s'élève à {{transitFarePrice, currency(currency: CAD)}} (ou {{transitFarePriceReduced, currency(currency: CAD)}} pour le tarif réduit).**","You selected a transit pass that extends beyond the fare zone of your place of residence.
**The monthly price of the {{transitFare}} is {{transitFarePrice, currency(currency: CAD)}} (or {{transitFarePriceReduced, currency(currency: CAD)}} for reduced price).**",,,customLabels={{personTransitFareWarningCustomLabel}},,transitFareWarningCustomConditional,optionalValidation,transitFareWarning,,,,True,,,,,
personHasDisability,Radio,True,household,householdMembers,hasDisability,"**Incapacité permanente d'ordre physique, intellectuelle ou autre** qui influence ou limite les déplacements quotidiens de {{nickname}}?
__Ex. : motrice, visuelle, autre, etc.__","**Permanent physical, intellectual or other disability** that affects or limits {{nickname}}’s daily travel?
__Ex: mobility-related, visual, other…__","**Incapacité permanente d'ordre physique, intellectuelle ou autre** qui influence ou limite vos déplacements quotidiens?","**Permanent physical, intellectual or other disability** which influences or limits your daily travel?",,,hasOnePersonWithDisabilityOrHhSize1Conditional,,yesNoPreferNotToAnswer,,,,True,,,,,
personDisabilities,Checkbox,True,household,householdMembers,disabilities,"…** la ou lesquelles**? 
__Facultatif__","… which one(s)?
__Optional__",,,,join_with=${personDisabilitiesSpecify},hasDisabilityConditional,optionalValidation,disabilities,,,,True,disabilitiesSpecify,other,,,
personDisabilitiesSpecify,String,True,household,householdMembers,disabilitiesSpecify,Spécifiez:,Specify:,,,,,personDisabilityIsOtherConditional,optionalValidation,,,,,,,,,,Exists because checkbox does not handle specify the same way as radio buttons
personMobilityAssistiveDevices,Checkbox,True,household,householdMembers,mobilityAssistiveDevices,"**Type(s) d’aide à la mobilité utilisé(s)** pour les déplacements de {{nickname}} en dehors de la maison
__Facultatif__","**Type(s) of mobility aid(s)**, if any, used for {{nickname}}’s travel outside the home
__Optional__","**Type(s) d’aide à la mobilité utilisé(s)** pour vos déplacements en dehors de la maison
__Facultatif__","**Type(s) of mobility aid(s)**, if any, used for your travel outside the home
__Optional__",,join_with=${personMobilityAssistiveDevicesSpecify},hasDisabilityConditional,optionalValidation,mobilityAssistiveDevices,,,,True,mobilityAssistiveDevicesSpecify,other,,,
personMobilityAssistiveDevicesSpecify,String,True,household,householdMembers,mobilityAssistiveDevicesSpecify,Spécifiez:,Specify:,,,,,personAssistiveDevicesIsOtherConditional,optionalValidation,,,,,,,,,,Exists because checkbox does not handle specify the same way as radio buttons
personMostUsedMobilityAssistiveDevice,Radio,True,household,householdMembers,mostUsedMobilityAssistiveDevice,"**Le plus utilisé?**
__Facultatif__","**Most used**
__Optional__",,,,,mostUsedMobilityAssistiveDeviceCustomConditional,optionalValidation,mostUsedMobilityAssistiveDeviceCustomChoices,,,,True,,,,,"personMostUsedMobilityAssistiveDevice : mostMobilityAssistiveDeviceCustomConditional · Issue #42 · chairemobilite/od_mtl
personMostUsedMobilityAssistiveDevice : mostMobilityAssistiveDeviceCustomChoices · Issue #48 · chairemobilite/od_mtl"
personUseParatransit,Radio,True,household,householdMembers,useParatransit,"{{nickname}} est-{{gender:il/elle/iel}} admis{{gender:/e/.e}} au **transport adapté**? 
__STM, RTL, STL, exo, etc.
Facultatif__","Is {{nickname}} registered for **paratransit services?**
__STM, RTL, STL, exo, etc.
Optional__","Êtes-vous admis{{gender:/e/.e}} au **transport adapté**? 
__STM, RTL, STL, exo, etc.
Facultatif__","Are you registered for **paratransit services?**
__STM, RTL, STL, exo, etc.
Optional__",,,hasDisabilityConditional,optionalValidation,yesNoPreferNotToAnswer,,,,True,,,,,
personDisabilitiesFrequenciesParatransit,Radio,True,household,householdMembers,disabilitiesFrequenciesParatransit,"Au cours des 12 derniers mois, à quelle fréquence {{nickname}} a-t-{{gender:il/elle/iel}} utilisé le **transport adapté**?
__Facultatif__","In the past 12 months, how often has {{nickname}} used **paratransit services?**
__Optional__","Au cours des 12 derniers mois, à quelle fréquence avez-vous utilisé le **transport adapté**?
__Facultatif__","In the past 12 months, how often have you used **paratransit services?**
__Optional__",,,paratransitFrequenciesConditional,optionalValidation,paratransitFrequencies,,,,True,,,,,
personDisabilitiesFrequenciesTransit,Radio,True,household,householdMembers,disabilitiesFrequenciesTransit,"Au cours des 12 derniers mois, à quelle fréquence {{nickname}} a-t-{{gender:il/elle/iel}} utilisé les **transport en commun** (service régulier)?
__Inclure métro, REM, train de banlieue, les autobus (ex. : STM, STL, RTL, exo …)
Facultatif__","In the past 12 months, how often has {{nickname}} used **public transit** (regular service)?
__Include metro, REM, commuter train, and buses (e.g., STM, STL, RTL, exo, etc.).
Optional__","Au cours des 12 derniers mois, à quelle fréquence avez-vous utilisé les **transports en commun** (service régulier)?
__Inclure métro, REM, train de banlieue, les autobus (ex. : STM, STL, RTL, exo …)
Facultatif__","In the past 12 months, how often have you used **public transit** (regular service)?
__Include metro, REM, commuter train, and buses (e.g., STM, STL, RTL, exo, etc.).
Optional__",,,paratransitFrequenciesConditional,optionalValidation,paratransitFrequenciesTransit,,,,True,,,,,
personStudentType,Radio,True,household,householdMembers,studentType,**Étudiant{{gender:/e/(e)/(e)}}**,**Student**,,,,,ifAge16OrMoreConditional,,participationStatusStudent,studentHelpPopup,,,True,,,,,
personWorkerType,Radio,True,household,householdMembers,workerType,"**Travaill{{gender:eur/euse/eur(-euse)/eur(-euse)}}**
__Incluant travaill{{gender:eur/euse/eur(-euse)/eur(-euse)}} autonome, artiste ou en congé de longue durée.__","**Worker**
__Including self-employed workers, artists, or those on long-term leave.__",,,,,ifAge14orMoreConditional,,participationStatusWorker,workerHelpPopup,,,True,,,,,
personJobType,Radio,True,household,householdMembers,jobType,**Type d’emploi** de {{nickname}},**Type of employment** of {{nickname}},,,,,isWorkerConditional,,jobTypes,,,,True,,,,,
personWorkPlaceType,Radio,True,household,householdMembers,workPlaceType,Est-ce que {{nickname}} a un **lieu d'emploi** fixe?,Does {{nickname}} have a fixed **workplace**?,Avez-vous un **lieu d'emploi** fixe?,Do you have a fixed **workplace**?,,,isWorkerConditional,,workPlaceTypeChoices,,,,True,,,,,
personWorkDays,RadioNumber,True,household,householdMembers,workDays,"Nombre de jour(s) par semaine où {{nickname}} travaille
__Dans une semaine typique. Qu’il y ait déplacement ou non pour le travail.__","Number of days per week {{nickname}} works
__In a typical week. Whether or not travel is required for work.__
","Nombre de jour(s) par semaine où vous travaillez
__Dans une semaine typique. Qu’il y ait déplacement ou non pour le travail.__","Number of days per week you work
__In a typical week. Whether or not travel is required for work.__","min=0
max=7",,personWorkDaysConditional,,,,,,True,,,,,
personTravelToWorkDays,Custom,True,household,householdMembers,travelToWorkDays,"Nombre de jour(s) par semaine où {{nickname}} se déplace hors domicile pour le travail
__Dans une semaine typique. Indiquer 0 si la personne n’a pas de lieu de travail ou ne travaille que depuis son domicile__","Number of days per week {{nickname}} travels outside the home for work
__In a typical week. Enter 0 if the person does not have a workplace or works exclusively from home.__","Nombre de jour(s) par semaine où vous vous déplacez hors domicile pour le travail
__Dans une semaine typique. Indiquer 0 si vous n'avez pas de lieu de travail ou ne travaillez que depuis votre domicile__","Number of days per week you travel outside the home for work
__In a typical week. Enter 0 if you do not have a workplace or you work exclusively from home.__","min=0
max=${currentPerson}.travelToWorkDays",,personHybridWorkDaysConditional,,,,,,True,,,,,Custom because max of RadioNumber does not accept a path with ${currentPerson}
personEducationalAttainment,Radio,True,household,householdMembers,educationalAttainment,"Plus haut **niveau de scolarité**
__En cas de doute, sélectionnez le niveau de scolarité qui se rapproche le plus du parcours.__","Highest level of **educational attainment**
__If in doubt, select the education level that most closely matches the academic background.__",,,,,isWorkerConditional,,educationalAttainment,,,,True,,,,,
personOccupation,Radio,True,household,householdMembers,occupation,**Occupation principale**,**Main occupation**,,,,,personOccupationCustomConditional,,personOccupation,,,,True,,,,,Custom conditional to set the default value depending on previous answers
household_save,NextButton,1,household,,household.save,Enregistrer et continuer,Save and continue,,,,,,,,,,validateHouseholdAgesHelpPopup,1,,,,,
selectPerson,Custom,1,selectPerson,,_activePersonId,Pour quelle personne désirez-vous poursuivre l'entrevue?,Who do you want to continue the interview for?,,,,,,,,,,,,,,,,
buttonSelectPersonConfirm,NextButton,1,selectPerson,,buttonSelectPersonConfirm,Sélectionner cette personne et continuer,Select this person and continue,,,,,,,,,,,,,,,,
activePersonTitle,Builtin,1,tripsIntro,,activePersonTitle,"<p class=""_center _em"" style=""margin-bottom: 0;"">Entrevue de **{{nickname}}**</p><p class=""_center _pale"">•</p>","<p class=""_center _em"" style=""margin-bottom: 0;"">**{{nickname}}**’s interview</p><p class=""_center _pale"">•</p>",,,,,hasHouseholdSize2OrMoreConditional,,,,,,True,,,,,
buttonSwitchPerson,Builtin,1,tripsIntro,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personNewPerson,Custom,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}._showNewPersonPopupButton,"Nous allons vous demander de spécifier les déplacements de **{{nickname}}**.

L’ordre des personnes interviewées est aléatoire.

<details><summary>Pourquoi l'ordre des personnes peut avoir été changé?</summary> L'ordre des personnes pour lesquelles on demande de spécifier les déplacements est aléatoire (tiré au sort). Cela permet de diminuer l’influence de l’ordre de déclaration sur la qualité des réponses recueillies.</details>","We will ask you to specify **{{nickname}}**’s trips.

The order of the interviewed persons was randomly selected.

<details><summary>Why might the order of persons have been changed?</summary>The order of persons for whom we ask you to specify trips is randomized. This helps avoid any bias related to the reporting sequence and ensures consistent data quality.</details>",,,,,,,,,,,True,,,,,"Custom because it's a popup and it has a condition on interviewable person count, not household"
personWhoWillAnswerForThisPerson,Radio,1,tripsIntro,,household.persons.{_activePersonId}.whoWillAnswerForThisPerson,"Qui répond pour {{nickname}}?
__Si {{nickname}} est disponible, {{gender:il/elle/iel}} peut venir compléter ou vous pouvez répondre aux prochaines questions pour {{gender:lui/elle/lui(-elle)}}__","Who is responding for {{nickname}}?
__If {{nickname}} is available, {{gender:he/she/they}} can complete this section, or you may answer the following questions on {{gender:his/her/their}} behalf.__",,,,,if2OrMorePersons14OrMoreYearsOldCustomConditional,,whoAnswersCustomChoices,,,,True,,,,,
personDidTrips,Radio,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personDidTrips,"Est-ce que {{nickname}} s'est déplac{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}?
__Inclure tous les déplacements, qu'ils soient pour des motifs personnels (achats, sorties, loisirs, etc.), pour le travail, ou pour aller chercher ou reconduire quelqu'un.__","Did {{nickname}} make any trips on {{journeyDate}}?
__Include all trips, whether for personal reasons (shopping, outings, leisure, etc.), for work, or to pick up or drop someone off.__","Vous êtes-vous déplac{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}?
__Inclure tous les déplacements, qu'ils soient pour des motifs personnels (achats, sorties, loisirs, etc.), pour le travail, ou pour aller chercher ou reconduire quelqu'un.__","Did you make any trips on {{journeyDate}}?
__Include all trips, whether for personal reasons (shopping, outings, leisure, etc.), for work, or to pick up or drop someone off.__",customLabels={{personDidTripsCustomLabel}},,,,yesNo,assignedDateHelpPopup,,,True,,,,,Custom label because has journey date. This widget should be in Evolution
personDidTripsConfirm,Radio,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.personDidTripsConfirm,Vous avez déjà déclaré des déplacements. Confirmez-vous qu'ils sont erronés et que {{nickname}} ne s'est pas déplac{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}?,You previously reported trips. Can you confirm they were reported by mistake and that {{nickname}} did not travel on {{journeyDate}}?,Vous avez déjà déclaré des déplacements. Confirmez-vous qu'ils sont erronés et que vous n'avez fait aucun déplacement le {{journeyDate}}?,You previously reported trips. Do you confirm they were reported by mistake and that you did not travel on {{journeyDate}}?,customLabels={{personDidTripsConfirmCustomLabel}},,personDeclaredTripsCustomConditional,,personDidTripsConfirmCustomChoices,,,,,,,,,"Custom choices because of the presence of the assigned date in the string, conditional depends on trip count and main label has dates. This widget should be in Evolution"
visitedPlacesIntro,InfoText,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.visitedPlacesIntro,"Nous allons vous demander d'indiquer les lieux où {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}} (inclure les lieux visités jusqu'à 4:00 le lendemain matin)

<span class=""_green"">- **Inclure même les petits arrêts** (station-service, garderie/école, dépanneur ou tout lieu où {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} chercher ou reconduire quelqu'un).
- **Inclure tous les lieux** peu importe les modes de transport utilisés pour s'y rendre (marche, vélo, voiture, transport collectif, taxi, avion, bateau, etc.).</span>
<span class=""_red"">- **Ne pas inclure les lieux de transfert** en cours de déplacement (arrêts de bus, gares, terminus, lieux de stationnement, etc.) sauf si {{nickname}} est all{{gender:é/ée/é(e)/é(e)}} reconduire ou chercher quelqu'un à cet endroit.</span>","Please specify the **places {{nickname}} went on {{journeyDate}}** (include all places visited until 4 AM the following morning)

<span class=""_green"">- **Include short stops and errands** (gas station, daycare/school, convenience store or any place where {{nickname}} picked someone up or dropped someone off).
- **Include all places** regardless of the mode of transport used to get there (walking, cycling, car, public transit, taxi, plane, boat, etc.).</span>
<span class=""_red"">- **Do not include transfer locations** (bus stops, train stations, terminals, parking lots, etc.) unless {{nickname}} went there to drop someone off or pick someone up.</span>","Nous allons vous demander d'indiquer les **lieux où vous êtes all{{gender:é/ée/é(e)/é(e)}} le {{journeyDate}}** (inclure les lieux visités jusqu'à 4:00 le lendemain matin)

<span class=""_green"">- **Inclure même les petits arrêts** (station-service, garderie/école, dépanneur ou tout lieu où vous êtes all{{gender:é/ée/é(e)/é(e)}} chercher ou reconduire quelqu'un).
- **Inclure tous les lieux** peu importe les modes de transport utilisés pour s'y rendre (marche, vélo, voiture, transport collectif, taxi, avion, bateau, etc.).</span>
<span class=""_red"">- **Ne pas inclure les lieux de transfert** en cours de déplacement (arrêts de bus, gares, terminus, lieux de stationnement, etc.) sauf si vous êtes all{{gender:é/ée/é(e)/é(e)}} reconduire ou chercher quelqu'un à cet endroit.</span>","Please specify the **places you went on {{journeyDate}}** (include all places visited until 4 AM the following morning)

<span class=""_green"">- **Include short stops and errands** (gas station, daycare/school, convenience store or any place where you picked someone up or dropped someone off).
- **Include all places** regardless of the mode of transport used to get there (walking, cycling, car, public transit, taxi, plane, boat, etc.).</span>
<span class=""_red"">- **Do not include transfer locations** (bus stops, train stations, terminals, parking lots, etc.) unless you went there to drop someone off or pick someone up.</span>",customLabels={{visitedPlacesIntroCustomLabel}},,personDidTripsConditional,,,,,,True,,,,,Custom label because has journey date. This widget should be in Evolution
personDeparturePlaceIsHome,Radio,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.departurePlaceIsHome,"Est-ce que {{nickname}} a **commencé sa journée au domicile** ({{address}})?
__Répondre 'Non' uniquement si {{nickname}} n'a pas dormi au domicile (nuit du {{dayOne}} au {{dayTwo}}), ou y est rentré{{gender:/e/(e)/(e)}} après 4h du matin (par ex. : travail de nuit).__","Did {{nickname}} **start their day at home** ({{address}})?
__Answer 'No' only if {{nickname}} did not sleep at home (nuit du {{dayOne}} au {{dayTwo}}) or came home after 4 AM (ex: overnight work shift).__","Avez-vous **commencé votre journée au domicile** ({{address}})?
__Répondre 'Non' uniquement si vous n'avez pas dormi au domicile (nuit du {{dayOne}} au {{dayTwo}}), ou y êtes rentré{{gender:/e/(e)/(e)}} après 4h du matin (par ex. : travail de nuit).__","Did you **start your day at home** ({{address}})?
__Answer 'No' only if you did not sleep at home (nuit du {{dayOne}} au {{dayTwo}}) or came home after 4 AM (ex: overnight work shift).__",customLabels={{departurePlaceIsHomeCustomLabel}},,personDidTripsAndDeparturePlaceNotSetCustomConditional,personDeparturePlaceIsHomeRequiredWithSpecificTestCustomValidation,yesNo,,,,True,,,,,Custom label because has journey dates. This widget should be in Evolution
personDeparturePlaceOther,Radio,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.departurePlaceOther,Où était {{nickname}} à 4h du matin?,Where was {{nickname}} at 4 AM?,Où étiez-vous à 4h du matin?,Where were you at 4 AM?,,,departurePlaceOtherCustomConditional,,departurePlaceOtherChoices,,,,True,,,,,
personOutOfTerritory,Radio,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.outOfTerritory,Est-ce que {{nickname}} est retourn{{gender:é/ée/é(e)}} au domicile {{address}} la journée du {{journeyDate}}?,Has {{nickname}} returned home at {{address}} on {{journeyDate}}?,Est-ce que vous êtes retourn{{gender:é/ée/é(e)}} au domicile {{address}} la journée du {{journeyDate}}?,Have you returned home at {{address}} on {{journeyDate}}?,customLabels={{personOutOfTerritoryCustomLabel}},,outOfTerritoryConditional,,outOfTerritoryCustomChoices,,,,,,,,,"Custom choices because it has the departure place type in the labels

FIXME: personOutOfTerritory : implication · Issue #45 · chairemobilite/od_mtl"
personOutOfTerritoryMembers,Checkbox,1,tripsIntro,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.outOfTerritoryMembers,D’autres membres du ménage étaient avec {{nickname}} toute la journée?,Were other household members with {{nickname}} all day?,D’autres membres du ménage étaient avec vous toute la journée?,Were other household members with you all day?,,,outOfTerritoryMembersConditional,personOutOfTerritoryMembersCustomValidation,outOfTerritoryMembersCustomChoices,,,,,,,,,Custom choices because it is the household members
tripsIntro_save,NextButton,1,tripsIntro,,tripsIntro.save,Continuer,Continue,,,,,,,,,,,,,,,,
tripsIntroOutro,InfoText,1,tripsIntro,,tripsIntroOutro,__Vos réponses serviront à évaluer l'usage et l'achalandage des réseaux routiers et de transport collectif et demeureront entièrement confidentielles__,__Your answers will be used to assess the use and traffic of the road and public transit networks and will remain entirely confidential__,,,,,,,,,,,True,,,,,
activePersonTitle,Builtin,1,visitedPlaces,,activePersonTitle,"<p class=""_center _em"" style=""margin-bottom: 0;"">Entrevue de **{{nickname}}**</p><p class=""_center _pale"">•</p>","<p class=""_center _em"" style=""margin-bottom: 0;"">**{{nickname}}**’s interview</p><p class=""_center _pale"">•</p>",,,,,hasHouseholdSize2OrMoreConditional,,,,,,True,,,,,
buttonSwitchPerson,Builtin,1,visitedPlaces,,buttonSwitchPerson,Changer de personne,Change person,,,,,,,,,,,,,,,,
personVisitedPlacesTitle,Builtin,1,visitedPlaces,,personVisitedPlacesTitle,"Lieux où {{nickname}} est allé{{gender:/e/(e)/(e)}} le {{journeyDate}}:
L'ordre chronologique doit être respecté.","Places {{nickname}} went on {{journeyDate}}:
Chronological order must be respected (i.e. sequence matters).","Lieux où vous êtes allé{{gender:/e/(e)/(e)}} le {{journeyDate}}:
L'ordre chronologique doit être respecté.","Places you went on {{journeyDate}}:
Chronological order must be respected (i.e. sequence matters).",,,,,,,,,True,,,,,
personVisitedPlacesMap,Builtin,1,visitedPlaces,,visitedPlacesMap,Carte des déplacements de **{{nickname}}** le {{assignedDate}}:,Map of **{{nickname}}**’s trips on {{assignedDate}}:,Carte de vos déplacements le {{assignedDate}}:,Map of your trips on {{assignedDate}}:,,,,,,,,,,,,,,
personVisitedPlaces,Builtin,1,visitedPlaces,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.visitedPlaces,,,,,,,,,,,,,,,,,,
visitedPlaceActivityCategory,Builtin,1,visitedPlaces,personVisitedPlaces,activityCategory,,,,,,,,,,,,,,,,,,
visitedPlaceActivity,Builtin,1,visitedPlaces,personVisitedPlaces,activity,,,,,,,,,,,,,,,,,,
visitedPlaceOnTheRoadPreviousPlaceActivity,Builtin,1,visitedPlaces,personVisitedPlaces,onTheRoadPreviousPlaceActivity,Quel endroit était le point de départ des déplacements sur la route de {{nickname}}?,Where did {{nickname}} begin their work trip on the road?,Quel endroit était le point de départ de vos déplacements sur la route?,Where did you begin your work trip on the road?,,,,,,,,,,,,,,
visitedPlaceAlreadyVisited,Builtin,1,visitedPlaces,personVisitedPlaces,alreadyVisitedBySelfOrAnotherHouseholdMember,"Avez-vous déjà localisé ce lieu?
__Dans l'entrevue de {{nickname}} ou dans celles des autres membres du ménage.__","Did you previously locate this place on the map?
__In {{nickname}}'s travel diary or that of another household member.__",Avez-vous déjà localisé ce lieu?,Did you previously locate this place on the map?,,,alreadyVisitedPlaceCustomConditional,,yesNo,,,,True,,,,,
visitedPlaceShortcut,Builtin,1,visitedPlaces,personVisitedPlaces,shortcut,Veuillez choisir le lieu dans la liste des lieux déjà localisés:,Please select this place from the list of previously located places:,,,,,,,,,,,,,,,,
visitedPlaceName,Builtin,1,visitedPlaces,personVisitedPlaces,name,,,,,,,,,,,,,,,,,,
visitedPlaceGeography,Builtin,1,visitedPlaces,personVisitedPlaces,geography,"Veuillez positionner le lieu sur la carte
__Naviguez, zoomez, et cliquez sur la carte pour localiser le lieu. Une fois localisé, vous pourrez déplacer le point pour davantage de précision. Vous pouvez également chercher le lieu en utilisant le nom ou l'adresse avec le bouton ci-dessous.__","Please locate this place on the map
__Navigate, zoom and click on map. Once a pin icon has been dropped, you will be able to drag the icon to specify a more precise location. You can also search for a place using its name or address with the button below.__",,,,,,,,,,,,,,,,
visitedPlacePreviousPreviousDepartureTime,Builtin,1,visitedPlaces,personVisitedPlaces,_previousPreviousDepartureTime,À quelle heure {{nickname}} a-t-{{gender :il/elle/iel/il(-elle)}} quitté le lieu précédent ({{visitedPlaceDescription}}) avant de se rendre à son lieu habituel de travail?,At what time did {{nickname}} leave the previous location ({{visitedPlaceDescription}}) before going to {{gender:his/her/their/their}} usual work place?,À quelle heure avez-vous quitté le lieu précédent ({{visitedPlaceDescription}}) avant de vous rendre à votre lieu habituel de travail?,At what time did you leave the previous location ({{visitedPlaceDescription}}) before going to your usual work place?,,,,,,,,,,,,,,
visitedPlacePreviousArrivalTime,Builtin,1,visitedPlaces,personVisitedPlaces,_previousArrivalTime,À quelle heure {{nickname}} est-{{gender :il/elle/iel/il(-elle)}} arriv{{gender :é/ée/é(e)/é(e)}} au lieu précédent ({{visitedPlaceDescription}}) avant de débuter ses déplacements sur la route?,At what time did {{nickname}} arrive at the previous location ({{visitedPlaceDescription}}) before starting {{gender :his/her/their/their}} on the road trips?,À quelle heure êtes-vous arriv{{gender:é/ée/é(e)/é(e)}} au lieu précédent ({{visitedPlaceDescription}}) avant de débuter vos déplacements sur la route?,At what time did you arrive at the previous location ({{visitedPlaceDescription}}) before starting your on the road trips?,,,,,,,,,,,,,,
visitedPlacePreviousDepartureTime,Builtin,1,visitedPlaces,personVisitedPlaces,_previousDepartureTime,À quelle heure {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} quitté le lieu précédent ({{previousVisitedPlaceDescription}})?,At what time did {{nickname}} leave the previous location ({{previousVisitedPlaceDescription}})?,À quelle heure avez-vous quitté le lieu précédent ({{previousVisitedPlaceDescription}})?,At what time did you leave the previous location ({{previousVisitedPlaceDescription}})?,,,,,,,,,,,,,,
visitedPlaceArrivalTime,Builtin,1,visitedPlaces,personVisitedPlaces,arrivalTime,{{nickname}} est arriv{{gender :é/ée/é(e)/é(e)}} {{atPlace}} à:,{{nickname}} arrived {{atPlace}} at:,Vous êtes arriv{{gender :é/ée/é(e)/é(e)}} {{atPlace}} à:,You arrived {{atPlace}} at:,,,,,,,,,,,,,,Voir l'onglet libellés pour des traductions en lien avec l'activité (sur la route et promenade)
visitedPlaceNextPlaceCategory,Builtin,1,visitedPlaces,personVisitedPlaces,nextPlaceCategory,"Après avoir été {{atPlace}}, {{nickname}} est…
__Si {{nickname}} a quitté le lieu après 4h du matin le lendemain, merci de considérer pour l'enquête qu'{{gender :il/elle/iel/il(-elle)}} y est rest{{gender :é/ée/é(e)/é(e)}} jusqu'au lendemain et de sélectionner la réponse adaptée.__","After being {{atPlace}}, {{nickname}}…
__If {{nickname}} left this place after 4 AM the following day, please consider for the purposes of the survey that they stayed there until the next day and select the appropriate answer.__","Après avoir été {{atPlace}}, vous êtes…
__Si vous avez quitté le lieu après 4h du matin le lendemain, merci de considérer pour l'enquête que vous y êtes rest{{gender :é/ée/é(e)/é(e)}} jusqu'au lendemain et de sélectionner la réponse adaptée.__","After being {{atPlace}}, you…
__If you left this place after 4 AM the following day, please consider for the purposes of the survey that you stayed there until the next day and select the appropriate answer.__",,,,,,,,,,,,,,
visitedPlaceOnTheRoadNextPlaceCategory,Builtin,1,visitedPlaces,personVisitedPlaces,onTheRoadNextPlaceCategory,À quel endroit {{nickname}} a-t-{{gender:il/elle/iel/il(-elle)}} terminé ses déplacements sur la route?,Where did {{nickname}} end their trips on the road?,À quel endroit avez-vous terminé vos déplacements sur la route?,Where did you end your trips on the road?,,,,,,,,,,,,,,
